ssim,psnr
0.951223756563909,35.14623791809684
0.9443952410508387,34.36241371277328
0.9488946358482447,34.282445253404404
0.9474407785407443,33.60626500711782
0.9206361651762958,31.11822227008399
0.9446451072320524,33.28574197980433
0.9512029365887,34.34753881893519
0.9570432095654954,34.4996568096317
0.9468012801773357,33.63299305614411
0.9503948899653316,33.998795581575266
0.9218536093971776,31.237680325090263
0.9528324789640948,34.22702766166297
0.9482683508773773,34.08085847826862
0.9515526762542,34.25361803632298
0.9527877579784062,34.05970648559478
0.9453030953193928,32.89098593699639
0.9523167435970351,34.04279812889626
0.9279543942749755,31.396709790877214
0.9557807687589637,34.541708641711104
0.9460423780002629,33.21088597783649
0.9438321423834627,32.53059008021347
0.9502496200529876,33.550057714529814
0.9400462043586557,33.1818400701858
0.9212746447902834,31.547277448632236
0.9492351212374384,34.16786385813608
0.9556998472556726,34.80805418678354
0.9435974398971062,33.62504801323644
0.9486857952928756,34.02900358134425
0.9560920559699081,34.280622304725846
0.9461465542811779,33.74401260644921
0.9176174057228618,30.804102549658808
0.9470020333934006,33.406695467177705
0.9529164829626131,33.94360888356929
0.9441735922875735,33.39361199045611
0.9456809040852789,33.26923919754829
0.9500419818457032,32.82956626731401
0.9174447912304122,30.243572752278123
0.9469118336782784,33.97130890162524
0.9510087027716803,34.71004973236933
0.952731694434629,34.374602302443606
0.9410356307246067,33.15123485994579
0.9466525373943673,33.6017954312681
0.9537622498603325,34.16287619213406
0.9167105704809942,31.300990159451267
0.9421045360209837,33.91479421092212
0.949721491897047,34.87396714109789
0.9589107613819708,35.78613802172735
0.9475244512671775,34.45232225700897
0.9518402079513182,34.53690506701565
0.9232214665741025,31.192274649645245
0.9544023792360271,34.75179435479823
0.9414002144659244,33.5350173728356
0.9485109328700542,34.322842371839705
0.9554346927634711,35.0878905336487
0.9437425499385463,33.95710822904483
0.9465213992973757,34.254943049489135
0.9231644180561188,31.792714644973728
0.952388446528511,34.498924981088884
0.9416791630274869,33.03798115576163
0.948572752594994,33.89563476715177
0.9559821496365335,34.68722451989622
0.9496492870310822,34.36670280142721
0.9293731096416171,32.12160405364314
0.9547897934574483,34.776225060917476
0.9599360982268775,34.68777733256695
0.9510412475102694,34.39966352763449
0.9556695270180092,34.82733913673273
0.9611375620186628,35.385096368969585
0.9593145739030446,35.68025950081168
