ssim,psnr
0.9259689323629096,32.58893844254465
0.927760883785015,32.576437051448025
0.9548214632741215,36.004466450851666
0.9344189974781206,33.272422446142436
0.9619152561318357,36.84113167208816
0.9572512929600195,36.03620586872814
0.9663090701796468,37.513584943340796
0.9423293958835736,33.40196533383591
0.9509694746609437,34.690518193224015
0.9243532562924393,31.261280151954587
0.9424445684982375,33.578770261546126
0.9294188399133954,32.08513916152156
0.9395933019576821,33.79098488317351
0.9524997142393758,35.5561523264014
0.9505291091203764,35.21788336460132
0.9660669746944283,37.71337499760239
0.9475295042661873,34.361164463032196
0.959976178337566,36.5115180315628
0.9482542759730621,34.86223404813645
0.9629881848935065,37.342201273988834
0.932853401712145,32.562682478222655
0.93673461331615,33.064689925698396
0.9518853351543651,35.01554888406143
0.9317638601000987,32.11764838835581
0.9482686782035815,34.5453600417642
0.925328710727305,31.915095246865857
0.9448144186805738,33.73759575373876
0.9301343968271969,32.11938849255885
0.9368915542672025,32.4943649050588
0.9360256139436414,32.752843161729054
0.941209595537988,33.03294514002258
0.9246175747774151,30.86610815889692
0.9240421950913156,30.088353701744005
0.9440155321383735,32.35373412543714
0.9234034015616295,30.624055194763088
0.9189394924594056,30.030081930087377
0.9009961055682083,28.65264862858327
0.9336148051429166,32.11004603545685
0.9134695445142691,30.859125683436584
0.9433592294897548,34.52582914699508
0.9295532324573573,33.78839965365863
0.9214481779090337,32.509086416716634
0.9582767347458251,36.815102860395235
0.9475276961667138,35.5733506343691
0.9659530856850314,38.289926421707946
0.9424634237687716,35.16072853539625
0.9630098919326139,37.74433207489164
0.9486169244722306,36.222499078109706
0.9673350650727104,38.55017293204609
0.9438282877300311,35.07623789919662
0.9689733967050984,38.495732671508904
0.9444274995610985,34.36254542893497
0.9416384464246578,34.256418953966936
0.9635127508582706,36.59946421080806
0.9332822850658806,33.33905938255724
0.9416899299174181,33.90618908723913
0.933905502276328,33.29370400039422
0.9500856216570818,35.25883172719755
0.9342452249333001,33.57045953047783
0.948736607511135,34.96657190263251
0.9271373970912279,32.13392287814176
0.9361559406747777,33.33110784913518
0.9373920103001377,33.17861691745373
0.9193496882477633,30.899750425041393
0.9436387416767715,33.71386679212793
0.9268170317493981,31.61868812330191
0.9476466143753,34.11053670181757
0.9393340109485202,33.28581636088993
0.9541455115247227,35.4211113786473
0.9548100214815876,35.526866243020116
0.9641884112691205,37.14707978896395
0.9504873596643053,34.858129380460994
0.9456036981963363,34.08747047702463
0.9510382772613172,34.16241177781408
0.925021365192387,30.5413176474009
0.9427742297501513,33.293377298520525
0.9271796417003887,31.131625541261954
0.9405760390188576,33.24926117720648
0.9159374151466303,30.46747195947791
0.9371709592510687,32.72959980045403
0.9237270212699633,31.29206451310967
0.9331196407101211,32.85600283813249
0.9474064850871513,33.731643175439004
0.9370771688439109,33.17530811534175
0.9706634189603789,38.65832825370287
0.9505114301015244,34.95838549573129
0.9558095350085973,35.69023956888384
0.9302994046615864,32.43818582623989
0.9512589843038222,34.847687056737826
0.9460358985484504,34.72253325882743
0.9651749586863558,37.490138343619435
0.9378768612604912,33.76677520041092
0.94647131129299,34.40069346142679
0.9597632394562574,36.731922547384876
0.9363150282855569,33.76813744456101
0.9528312790409001,34.71336629941761
0.9263701017300296,32.93550195051663
0.9355920980555935,33.99233032185608
0.908512783872548,31.800393006208054
0.9340727584412025,33.862552337958014
0.923025291765983,33.57796048130648
0.944791793425365,35.37713499371238
